,MD_EARN_WNE_P10,MD_EARN_WNE_P8,MD_EARN_WNE_P6,INSTNM,population_2019,GRAD_DEBT_MDN,FIRST_GEN,MARRIED,ADM_RATE,SAT_AVG,POVERTY_RATE,Geographic Area,Geographic Area,LN_MEDIAN_HH_INC,COSTT4_A,UGDS_WHITE,MEDIAN_HH_INC,MD_EARN_WNE_P8,MD_EARN_WNE_P10
1261,32300,29300,25400,Central Oregon Community College,"100,421",15350,0.393659181,0.13400857,,,7.21999979,"bend , oregon","bend , oregon",10.93000031,16112.0,0.7309,56553.17,29300,32300
1262,32000,29600,25800,Chemeketa Community College,"174,365",13885,0.487960688,0.139951671,,,8.989999771,"salem , oregon","salem , oregon",10.92000008,9806.0,0.3922,55952.18,29600,32000
1265,43300,39700,38900,Concordia University-Portland,"654,741",20500,0.378176383,0.156675749,0.6031,1074.0,7.630000114,"portland , oregon","portland , oregon",11.02999973,41130.0,0.6185,63433.53,39700,43300
1269,30600,27200,24300,Lane Community College,"172,622",15259,0.418439716,0.126422563,,,9.220000267,"eugene , oregon","eugene , oregon",10.84000015,12383.0,0.6552,51937.39,27200,30600
1271,32300,29200,26800,Linn-Benton Community College,"55,338",12000,0.400199601,0.129201222,,,8.430000305,"albany , oregon","albany , oregon",10.89000034,13733.0,0.6057,54115.45,29200,32300
1274,33400,31200,28000,Mt Hood Community College,"109,381",12749,0.481317935,0.141583055,,,7.909999847,"gresham , oregon","gresham , oregon",11,11198.0,0.5922,60728.71,31200,33400
1275,34100,32500,29800,Multnomah University,"654,741",21700,0.337899543,0.136170213,0.5352,,6.769999981,"portland , oregon","portland , oregon",11.06000042,38201.0,0.7097,65799,32500,34100
1277,43100,37300,32800,Northwest Christian University,"172,622",23283,0.347692308,0.237288136,0.6242,1058.0,8.909999847,"eugene , oregon","eugene , oregon",10.85000038,39545.0,0.7153,52696.79,37300,43100
1280,49600,43500,37700,Oregon State University,"58,856",22286,0.31369606,0.115461026,0.8063,1205.0,7.5,"corvallis , oregon","corvallis , oregon",10.97999954,25843.0,0.6388,60312.67,43500,49600
1281,44800,40800,35600,University of Oregon,"172,622",20500,0.284458575,0.030175439,0.8337,1199.0,7.28000021,"eugene , oregon","eugene , oregon",11,25126.0,0.5824,62294.9,40800,44800
1287,36100,32100,28800,Portland Community College,"654,741",15483,0.439960275,0.143336383,,,7.429999828,"portland , oregon","portland , oregon",11.02000046,13989.0,0.5591,62509.96,32100,36100
1288,44700,40000,34500,Portland State University,"654,741",21500,0.391093011,0.111816579,0.902,1111.0,7.110000134,"portland , oregon","portland , oregon",11.02000046,21159.0,0.5355,62889.32,40000,44700
1289,58800,53500,53800,University of Portland,"654,741",24390,0.179279279,0.015625,0.7533,1232.0,6.579999924,"portland , oregon","portland , oregon",11.09000015,58463.0,0.5704,67900.72,53500,58800
1291,30500,29600,26900,Pioneer Pacific College,"99,037",15295,0.452173913,0.220014717,,,8.149999619,"beaverton , oregon","beaverton , oregon",10.96000004,23939.0,0.6872,58596.99,29600,30500
1292,41000,38100,37900,Warner Pacific University,"654,741",26530,0.46588694,0.218487395,0.9744,,7.050000191,"portland , oregon","portland , oregon",11.03999996,37406.0,0.3251,63798.34,38100,41000
1293,37600,34600,29700,Corban University,"174,365",24250,0.225242718,0.037174721,0.9091,1123.0,7.510000229,"salem , oregon","salem , oregon",10.98999977,43905.0,0.7536,61069.68,34600,37600
1298,46700,43000,39500,Albright College,"88,375",27000,0.360526316,0.059984215,0.62,,6.139999866,"reading , pennsylvania","reading , pennsylvania",11.10000038,57415.0,0.5024,69057.72,43000,46700
1299,32000,29700,26300,Community College of Allegheny County,"300,286",12750,0.406285254,0.103659366,,,9.399999619,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.80000019,13363.0,0.5981,50959.12,29700,32000
1301,44500,40800,36000,Alvernia University,"88,375",27000,0.45004583,0.109926169,0.6838,1042.0,8.489999771,"reading , pennsylvania","reading , pennsylvania",10.94999981,46581.0,0.6806,60334.44,40800,44500
1304,39700,38800,36700,Carlow University,"300,286",27000,0.368357488,0.105434783,0.8664,1092.0,8.489999771,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.84000015,40608.0,0.6826,52873.76,38800,39700
1306,46700,40900,39100,Cedar Crest College,"121,442",28750,0.433681073,0.14021164,0.5719,1065.0,5.949999809,"allentown , pennsylvania","allentown , pennsylvania",11.06000042,49741.0,0.5871,66384.94,40900,46700
1307,36600,36400,33600,Chatham University,"300,286",21500,0.296934866,0.075971731,0.5538,,8.010000229,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.88000011,50346.0,0.7904,56097.18,36400,36600
1308,43600,38100,33300,Chestnut Hill College,"1,584,064",26951,0.444010417,0.077777778,0.9603,1026.0,10.73999977,"philadelphia , pennsylvania","philadelphia , pennsylvania",10.94999981,50541.0,0.3754,61319.18,38100,43600
1310,37600,37500,30500,Dean Institute of Technology,"300,286",8708,0.586538462,0.125,,,9.159999847,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.80000019,26380.0,0.637,51027.46,37500,37600
1311,68800,60400,53400,Drexel University,"1,584,064",26146,0.292285479,0.071865443,0.7694,1281.0,6.46999979,"philadelphia , pennsylvania","philadelphia , pennsylvania",11.14999962,66841.0,0.5175,74533.27,60400,68800
1312,58500,52000,48700,Duquesne University,"300,286",27000,0.172968624,0.013137558,0.7185,1229.0,6.449999809,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.97000027,51678.0,0.8051,61274.66,52000,58500
1315,29700,31300,27100,Erie Institute of Technology Inc,"95,508",10104,0.50310559,0.2996633,,,9.170000076,"erie , pennsylvania","erie , pennsylvania",10.77999973,23564.0,0.8516,49275.78,31300,29700
1318,48100,44400,38400,Gannon University,"95,508",27000,0.260667904,0.018292683,0.8085,1129.0,7.670000076,"erie , pennsylvania","erie , pennsylvania",10.86999989,43322.0,0.7208,54310.26,44400,48100
1320,52700,47100,40400,Holy Family University,"1,584,064",25000,0.463039014,0.060550459,0.7198,1017.0,8.5,"philadelphia , pennsylvania","philadelphia , pennsylvania",10.97999954,36078.0,0.6474,61868.46,47100,52700
1323,40500,38200,34000,Johnson College,"76,653",12000,0.438073395,0.050955414,0.9643,,7.230000019,"scranton , pennsylvania","scranton , pennsylvania",10.80000019,24734.0,0.8744,49729.84,38200,40500
1324,40400,38400,33200,La Roche University,"300,286",25000,0.356913183,0.074130106,0.9939,1008.0,6.550000191,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.97000027,40984.0,0.6189,61014.96,38400,40400
1325,58000,50000,43200,La Salle University,"1,584,064",27000,0.369758577,0.044109436,0.8118,,9.220000267,"philadelphia , pennsylvania","philadelphia , pennsylvania",11.03999996,41961.0,0.4833,67401.72,50000,58000
1326,32700,28900,25500,Lackawanna College,"76,653",16000,0.469090909,0.05223411,,,8.100000381,"scranton , pennsylvania","scranton , pennsylvania",10.81000042,25276.0,0.5794,51133.45,28900,32700
1327,34300,29500,29000,Lancaster Bible College,"59,265",20500,0.354966887,0.214953271,0.6357,1106.0,5.349999905,"lancaster , pennsylvania","lancaster , pennsylvania",11.05000019,33519.0,0.4627,64787.49,29500,34300
1330,81900,71700,66200,Lehigh University,"75,815",23250,0.168765743,0.019872814,0.2233,1380.0,4.039999962,"bethlehem , pennsylvania","bethlehem , pennsylvania",11.32999992,65652.0,0.6266,88627.42,71700,81900
1334,39600,35800,34000,Marywood University,"76,653",27000,0.294964029,0.031674208,0.7636,1107.0,6.869999886,"scranton , pennsylvania","scranton , pennsylvania",10.92000008,47336.0,0.7685,58125.99,35800,39600
1335,26400,26200,25800,Vet Tech Institute,"300,286",12810,0.424019608,0.033112583,,,7.880000114,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.85000038,21456.0,0.8872,53529.58,26200,26400
1337,40300,37300,32800,Mercyhurst University,"95,508",26522,0.286662643,0.05327414,0.5981,,6.929999828,"erie , pennsylvania","erie , pennsylvania",10.93999958,49928.0,0.7852,58804.74,37300,40300
1340,51100,45700,40800,Moravian College,"75,815",27000,0.292123629,0.026217229,0.7282,1129.0,4.440000057,"bethlehem , pennsylvania","bethlehem , pennsylvania",11.18999958,55776.0,0.7181,76394.18,45700,51100
1341,59400,52400,45200,Muhlenberg College,"121,442",26250,0.157670455,0.046448087,0.6179,1281.0,4.25,"allentown , pennsylvania","allentown , pennsylvania",11.34000015,65122.0,0.7168,89504.61,52400,59400
1342,32000,29500,26100,Northampton County Area Community College,"75,815",15250,0.480360592,0.096791934,,,6.449999809,"bethlehem , pennsylvania","bethlehem , pennsylvania",11.02000046,13948.0,0.5487,62122.75,29500,32000
1344,50100,45800,40100,Pennsylvania State University-Penn State Erie-Behrend College,"95,508",25928,0.287565253,0.074611181,0.8912,1171.0,6.789999962,"erie , pennsylvania","erie , pennsylvania",11,30604.0,0.7756,63381.69,45800,50100
1345,50100,45800,40100,Pennsylvania State University-Penn State Berks,"88,375",25928,0.287565253,0.074611181,0.8723,1107.0,6.789999962,"reading , pennsylvania","reading , pennsylvania",11,29402.0,0.6748,63381.69,45800,50100
1346,46500,41600,38200,Peirce College,"1,584,064",32150,0.554862843,0.137367916,,,15.68000031,"philadelphia , pennsylvania","philadelphia , pennsylvania",10.73999977,18260.0,0.1817,49493.53,41600,46500
1350,85900,76700,71600,University of Pennsylvania,"1,584,064",18250,0.187635106,0.036580354,0.0841,1492.0,7.010000229,"philadelphia , pennsylvania","philadelphia , pennsylvania",11.18000031,72584.0,0.4183,78252,76700,85900
1354,32000,28700,25700,Community College of Philadelphia,"1,584,064",11500,0.554136767,0.073564882,,,19.06999969,"philadelphia , pennsylvania","philadelphia , pennsylvania",10.60999966,12155.0,0.2187,42303.26,28700,32000
1355,53900,44600,39500,University of Pittsburgh-Pittsburgh Campus,"300,286",25125,0.209672003,0.017534538,0.5927,1367.0,6.889999866,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.93000031,33155.0,0.7004,58452.18,44600,53900
1358,37100,34500,30000,Point Park University,"300,286",27000,0.292798111,0.078158458,0.6507,1098.0,8.720000267,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.85000038,42216.0,0.7155,54201.1,34500,37100
1359,30700,28600,25800,Reading Area Community College,"88,375",12050,0.539164491,0.11661398,,,11.31000042,"reading , pennsylvania","reading , pennsylvania",10.86999989,14742.0,0.4218,55393.12,28600,30700
1360,63800,57100,56500,Reading Hospital School of Health Sciences,"88,375",18022,0.528888889,0.184100418,0.2992,1033.0,5.139999866,"reading , pennsylvania","reading , pennsylvania",11.06000042,20712.0,0.7538,65086.44,57100,63800
1363,35500,30700,31000,Rosedale Technical College,"300,286",12000,0.384328358,0.139028476,0.8109,,11.02999973,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.72000027,23019.0,0.8225,46895.78,30700,35500
1364,59600,55000,48400,Saint Joseph's University,"1,584,064",25116,0.175101803,0.035634744,0.7632,1214.0,5.809999943,"philadelphia , pennsylvania","philadelphia , pennsylvania",11.22000027,60391.0,0.7781,79940.44,55000,59600
1365,57500,52600,45100,University of Scranton,"76,653",27000,0.203472222,0.00730897,0.7319,1209.0,5.519999981,"scranton , pennsylvania","scranton , pennsylvania",11.14000034,59656.0,0.7895,73943.5,52600,57500
1366,55500,52600,53400,UPMC Shadyside School of Nursing,"300,286",17250,0.351464435,0.173228347,0.4884,,8.170000076,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.82999992,27464.0,0.8251,52421.72,52600,55500
1369,45600,38200,34100,Thaddeus Stevens College of Technology,"59,265",9196,0.451450189,0.021040975,0.773,,7.010000229,"lancaster , pennsylvania","lancaster , pennsylvania",10.97999954,15594.0,0.7007,60333.5,38200,45600
1371,50500,44800,39100,Temple University,"1,584,064",24437,0.295915702,0.023826657,0.5851,,8.350000381,"philadelphia , pennsylvania","philadelphia , pennsylvania",11.03999996,31880.0,0.5561,66650.68,44800,50500
1372,80300,72500,69000,Thomas Jefferson University,"1,584,064",20563,0.329798515,0.077142857,0.5827,1163.0,7.860000134,"philadelphia , pennsylvania","philadelphia , pennsylvania",11.03999996,56855.0,0.5554,66565.04,72500,80300
1373,24700,24900,22200,Fortis Institute-Erie,"95,508",12687,0.609309623,0.110643669,,,9.920000076,"erie , pennsylvania","erie , pennsylvania",10.76000023,25063.0,0.6959,48709.39,24900,24700
1375,40100,34500,27900,Triangle Tech Inc-Pittsburgh,"300,286",17785,0.420792079,0.069958848,,,8.789999962,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.81000042,26665.0,0.6577,51193.4,34500,40100
1378,23800,23100,20300,Pittsburgh Career Institute,"300,286",19495,0.454212454,0.048632219,,,10.32999992,"pittsburgh , pennsylvania","pittsburgh , pennsylvania",10.72999954,35577.0,0.5735,47444.41,23100,23800
1381,38800,35000,31900,Johnson & Wales University-Providence,"179,883",25125,0.346414073,0.026886278,0.91,,7.849999905,"providence , rhode island","providence , rhode island",11.07999992,47882.0,0.554,68856.12,35000,38800
1383,64100,55100,48700,Providence College,"179,883",27000,0.146440129,0.014797508,0.4897,1294.0,4.889999866,"providence , rhode island","providence , rhode island",11.27000046,64808.0,0.7659,83293.65,55100,64100
1384,41400,38300,33600,Rhode Island College,"179,883",21363,0.447087211,0.051821143,0.7346,994.0,8.670000076,"providence , rhode island","providence , rhode island",10.97999954,16619.0,0.5623,61569.63,38300,41400
1385,30500,29000,26000,Community College of Rhode Island,"81,004",10500,0.534734768,0.092595011,,,13.03999996,"warwick , rhode island","warwick , rhode island",10.82999992,11369.0,0.555,53295.45,29000,30500
1388,30300,26000,19800,Northpoint Bible College,"64,014",26297,0.4375,0.078431373,,,7.090000153,"haverhill , massachusetts","haverhill , massachusetts",11.06999969,28404.0,0.7079,67697.26,26000,30300
1390,36900,32000,30100,Charleston Southern University,"137,566",27000,0.307181654,0.091934574,0.5205,1130.0,9.789999962,"charleston , south carolina","charleston , south carolina",10.92000008,37287.0,0.5752,57179.15,32000,36900
1391,25400,22100,19300,Benedict College,"131,674",36000,0.407876231,0.011848341,,,14.19999981,"columbia , south carolina","columbia , south carolina",10.76000023,33055.0,0.0083,49336.04,22100,25400
1395,40700,37700,33000,College of Charleston,"137,566",22000,0.200619893,0.031943693,0.7926,1188.0,7.679999828,"charleston , south carolina","charleston , south carolina",11.05000019,28911.0,0.7756,66962.7,37700,40700
1396,56800,50000,44600,Citadel Military College of South Carolina,"137,566",23250,0.188188188,0.074498567,0.808,1129.0,7.440000057,"charleston , south carolina","charleston , south carolina",11.06000042,28743.0,0.7536,66736.53,50000,56800
1397,25000,13900,18400,Clinton College,"75,048",20750,0.396226415,0.06185567,,,11.46000004,"rock hill , south carolina","rock hill , south carolina",10.85999966,19013.0,0.0,53955.02,13900,25000
1398,29900,26400,25100,Columbia International University,"131,674",20500,0.24137931,0.077235772,0.3339,1039.0,7.260000229,"columbia , south carolina","columbia , south carolina",11.02999973,34627.0,0.6008,64434.93,26400,29900
1399,34600,30000,27400,Columbia College,"131,674",21698,0.413903743,0.284457478,0.959,,10.09000015,"columbia , south carolina","columbia , south carolina",10.89999962,31930.0,0.4564,56463.66,30000,34600
1400,51200,45000,38400,Furman University,"93,400",24981,0.123778502,0.025437202,0.6105,1353.0,6.28000021,"greenville , south carolina","greenville , north carolina",11.11999989,63551.0,0.7686,71867.28,45000,51200
1401,51200,45000,38400,Furman University,"70,635",24981,0.123778502,0.025437202,0.6105,1353.0,6.28000021,"greenville , south carolina","greenville , south carolina",11.11999989,63551.0,0.7686,71867.28,45000,51200
1402,31500,28700,26500,Greenville Technical College,"93,400",15445,0.42499553,0.126411194,,,8.380000114,"greenville , south carolina","greenville , north carolina",10.90999985,13604.0,0.5955,55861.89,28700,31500
1403,31500,28700,26500,Greenville Technical College,"70,635",15445,0.42499553,0.126411194,,,8.380000114,"greenville , south carolina","greenville , south carolina",10.90999985,13604.0,0.5955,55861.89,28700,31500
1406,44900,42500,38000,University of South Carolina-Columbia,"131,674",22500,0.195314489,0.023238657,0.6306,1287.0,8.430000305,"columbia , south carolina","columbia , south carolina",10.98999977,26841.0,0.7627,62188.24,42500,44900
1407,30600,28500,25400,Trident Technical College,"137,566",14747,0.428270042,0.168756354,,,10.72000027,"charleston , south carolina","charleston , south carolina",10.89000034,11453.0,0.5714,55538,28500,30600
1408,35900,33900,30200,Winthrop University,"75,048",27000,0.282110092,0.027315408,0.6728,1090.0,9.100000381,"rock hill , south carolina","rock hill , south carolina",10.93999958,28149.0,0.571,58378.35,33900,35900
1409,26500,25600,23600,York Technical College,"75,048",8000,0.421676892,0.130497477,,,9,"rock hill , south carolina","rock hill , south carolina",10.89000034,14013.0,0.5792,54736.17,25600,26500
1410,43700,40300,37700,Augustana University,"183,793",26607,0.144827586,0.018032787,0.6542,1230.0,5.679999828,"sioux falls , south dakota","sioux falls , south dakota",10.97000027,45145.0,0.8362,60196.68,40300,43700
1414,34500,30900,28200,National American University-Rapid City,"77,503",22714,0.537924528,0.288945098,,,7.579999924,"rapid city , south dakota","rapid city , south dakota",10.97000027,22608.0,0.4234,60277.72,30900,34500
